0	0.000000
1	0.000000
2	0.000000
3	2.000000
4	-2.000000
5	0.000000
6	0.000000
7	-2.000000
8	0.000000
9	-2.000000
10	0.000000
11	0.000000
12	2.000000
13	-2.000000
14	0.000000
15	-2.000000
16	0.000000
17	0.000000
18	0.000000
19	-2.000000
20	0.000000
21	0.000000
22	0.000000
23	2.000000
24	0.000000
25	0.000000
26	0.000000
27	0.000000
28	-2.000000
29	-2.000000
30	-2.000000
31	0.000000
32	-2.000000
33	-2.000000
34	2.000000
35	0.000000
36	2.000000
37	-2.000000
38	0.000000
39	-2.000000
40	-2.000000
41	0.000000
42	-2.000000
43	0.000000
44	2.000000
45	0.000000
46	0.000000
47	-2.000000
48	2.000000
49	2.000000
50	0.000000
51	0.000000
52	2.000000
53	0.000000
54	-2.000000
55	-2.000000
56	0.000000
57	0.000000
58	0.000000
59	-2.000000
60	-2.000000
61	0.000000
62	-2.000000
63	-2.000000
64	-2.000000
65	2.000000
66	-2.000000
67	-2.000000
68	2.000000
69	0.000000
70	0.000000
71	0.000000
72	-2.000000
73	0.000000
74	0.000000
75	-2.000000
76	-2.000000
77	2.000000
78	0.000000
79	-2.000000
80	0.000000
81	0.000000
82	0.000000
83	0.000000
84	0.000000
85	0.000000
86	0.000000
87	-2.000000
88	0.000000
89	2.000000
90	-2.000000
91	0.000000
92	-2.000000
93	0.000000
94	-2.000000
95	-2.000000
96	-2.000000
97	-2.000000
98	2.000000
99	-2.000000
100	-2.000000
101	-2.000000
102	-2.000000
103	2.000000
104	0.000000
105	-2.000000
106	0.000000
107	0.000000
108	-2.000000
109	0.000000
110	-2.000000
111	0.000000
112	-2.000000
113	2.000000
114	-2.000000
115	2.000000
116	0.000000
117	0.000000
118	0.000000
119	0.000000
120	-2.000000
121	-2.000000
122	0.000000
123	2.000000
124	0.000000
125	2.000000
126	-2.000000
127	0.000000
128	2.000000
129	0.000000
130	0.000000
131	0.000000
132	0.000000
133	-2.000000
134	-2.000000
135	2.000000
136	-2.000000
137	0.000000
138	2.000000
139	-2.000000
140	2.000000
141	2.000000
142	0.000000
143	-2.000000
144	-2.000000
145	-2.000000
146	0.000000
147	0.000000
148	2.000000
149	2.000000
150	0.000000
151	0.000000
152	0.000000
153	0.000000
154	0.000000
155	0.000000
156	-2.000000
157	-2.000000
158	-2.000000
159	0.000000
160	0.000000
161	0.000000
162	0.000000
163	0.000000
164	0.000000
165	0.000000
166	-2.000000
167	0.000000
168	0.000000
169	-2.000000
170	0.000000
171	0.000000
172	2.000000
173	0.000000
174	-2.000000
175	-2.000000
176	-2.000000
177	-2.000000
178	0.000000
179	0.000000
180	2.000000
181	0.000000
182	-2.000000
183	0.000000
184	0.000000
185	2.000000
186	2.000000
187	0.000000
188	0.000000
189	0.000000
190	0.000000
191	-2.000000
192	-2.000000
193	0.000000
194	2.000000
195	2.000000
196	2.000000
197	2.000000
198	0.000000
199	0.000000
200	0.000000
201	-2.000000
202	2.000000
203	-2.000000
204	0.000000
205	0.000000
